facility_id,facility_type,facility_name,latitude,longitude,country,status,capacity,coordinate_accuracy
L100001000108,coal_power,Mattapalli Cement Plant power station,16.714423,79.817713,India,cancelled,30.0,approximate
L100001000147,coal_power,Sanghipuram Cement power station,23.3998083,68.5701728,India,operating,130.0,exact
L100001000153,coal_power,Chandrapur (Assam) power station,26.192572,91.920035,India,retired,60.0,approximate
L100001000571,coal_power,THDCIL-UJVNL Energy power station,30.225,79.228,India,announced,1000.0,approximate
L100001018066,coal_power,Naini Coal Mine power station,21.055833,84.882222,India,announced,2400.0,approximate
L100001020387,coal_power,Gurha Thermal Power Station,27.443704,72.45679,India,announced,125.0,approximate
L100001042985,coal_power,Bikaner Thermal Power Project,28.026554,73.318338,India,announced,375.0,approximate
L100001046328,coal_power,Torrent Power Anuppur thermal power station,23.144156,81.829954,India,permitted,1600.0,approximate
L100001048073,coal_power,Jaunpur captive power station,25.651055,82.228647,India,mothballed,40.0,exact
L100001061539,coal_power,Thoothukudi TNPGCL power station,8.761801,78.163355,India,announced,600.0,approximate
L100001080946,coal_power,Adani Chapar power station,26.2314806,90.3041611,India,pre-permit,3200.0,approximate
L100001083568,coal_power,Srikakulam APGenco thermal power station,18.528711,83.911128,India,announced,3200.0,approximate
L100001083808,coal_power,Torrent Power Raigarh thermal power station,21.923321,83.281703,India,announced,1600.0,approximate
L100001083814,coal_power,New Surat Lignite power station,21.415659,73.124929,India,announced,750.0,approximate
